id,name,category,description
Hs4Ma3G186,"AWS WAF Classic Global Web ACL logging should be enabled",security,"Checks if logging is enabled for a WAF global Web ACL. This check fails if logging is not enabled for the Web ACL.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: WAF.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/WAF.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G187,"Connections to Amazon Elasticsearch Service domains should be encrypted using TLS 1.2",security,"Checks whether connections to Amazon Elasticsearch Service domains are required to use TLS 1.2.  The check fails if the Amazon Elasticsearch Service domain TLSSecurityPolicy is not Policy-Min-TLS-1-2-2019-07.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: ES.8<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/ES.8/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Cmsvnj8db1,"Amazon RDS ReplicaLag","fault_tolerance","Checks to see if the ReplicaLag CloudWatch metric for an RDS database instance has increased above an operationally reasonable threshold over the past day.ReplicaLag metric measures the number of seconds a read replica is behind the primary instance. Replication lag occurs when the asynchronous updates made to the read replica cannot keep up with the updates happening on the primary database instance. In the event of a failure to the primary instance, data could be missing from the read replica if the ReplicaLag is above an operationally reasonable threshold.<br><br><b>Alert Criteria</b><br>Red: ReplicaLag metric exceeded 60 seconds at least once during the week.<br>Yellow: ReplicaLag metric exceeded 10 seconds at least once during the week.<br>Green: ReplicaLag is less than 10 seconds.<br><br><b>Recommended Action</b><br>There are several possible causes for ReplicaLag to increase beyond operationally safe levels.  For example, it can be caused by recently replaced/launched replica instances from older backups and these replicas requiring substantial time to catch-up to the primary database instance and live transactions. This ReplicaLag may dwindle over time as catch-up occurs. Another example could be that the transaction velocity able to be achieved on the primary database instance is higher than the replication process or replica infrastructure is able to match. This ReplicaLag may grow over time as replication fails to keep pace with the primary database performance.  Finally, the workload may be bursty throughout different periods of the day/month/etc. that result in occasional ReplicaLag to fall behind.  Your team should investigate which possible root cause has contributed to high ReplicaLag for the database, and possibly change the database instance type or other characteristics of the workload to ensure data continuity on the replica matches your requirements.<br><br><b></b><b>Additional Resources</b><br><a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_PostgreSQL.Replication.ReadReplicas.html"" target=""_blank"">Working with read replicas for Amazon RDS for PostgreSQL</a><br><a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_MySQL.Replication.html"" target=""_blank"">Working with MySQL replication in Amazon RDS</a><br><a href=""https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_MySQL.Replication.ReadReplicas.html"" target=""_blank"">Working with MySQL read replicas</a>"
Cmsvnj8db2,"Amazon RDS FreeStorageSpace","fault_tolerance","Checks to see if the FreeStorageSpace CloudWatch metric for an RDS database instance has increased above an operationally reasonable threshold.<br><br><b>Alert Criteria</b><br>Red: FreeStorageSpace has reached / exceeded 90% of total capacity<br>Yellow: FreeStorageSpace is between 80% and 90% of total capacity<br>Green: FreeStorageSpace is less than 80% of total capacity<br><br><b>Recommended Action</b><br>Scale up the storage space for the RDS database instance that is running low on memory using the Amazon RDS Management Console, Amazon RDS API or AWS Command Line Interface."
Cmsvnj8db3,"Amazon RDS DiskQueueDepth","fault_tolerance","Checks to see if the CloudWatch metric DiskQueueDepth shows that number of queued writes to the RDS Instance database storage has grown to a level where an operational investigation should be suggested.<br><br><b>Alert Criteria</b><br>Red: DiskQueueDepth CloudWatch metric has exceeded 10<br>Yellow: DiskQueueDepth CloudWatch metric is greater than 5 but less than or equal to 10<br>Green: DiskQueueDepth CloudWatch metric is less than or equal to 5<br><br><b>Recommended Action</b><br>Consider moving to instances and storage volumes that support the read/write characteristics."
hjLMh88uM8,"Idle Load Balancers","cost_optimizing","Checks your Elastic Load Balancing configuration for load balancers that are not actively used. Any load balancer that is configured accrues charges. If a load balancer has no associated back-end instances or if network traffic is severely limited, the load balancer is not being used effectively.<br /><br /><h4 class='headerBodyStyle'>Alert Criteria</h4><br />Yellow: A load balancer has no active back-end instances.<br />Yellow: A load balancer has no healthy back-end instances.<br />Yellow: A load balancer has had less than 100 requests per day for the last 7 days.<br /><br /><h4 class='headerBodyStyle'>Recommended Action</h4><br />If your load balancer has no active back-end instances, consider registering instances or deleting your load balancer. See <a href=""http://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/US_DeReg_Reg_Instances.html#RegisteringInstances"" target=""_blank"">Registering Your Amazon EC2 Instances with Your Load Balancer</a> or <a href=""http://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-getting-started.html#delete-load-balancer"" target=""_blank"">Delete Your Load Balancer</a>.<br />If your load balancer has no healthy back-end instances, see <a href=""http://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/ts-elb-healthcheck.html"" target=""_blank"">Troubleshooting Elastic Load Balancing: Health Check Configuration</a>.<br />If your load balancer has had a low request count, consider deleting your load balancer. See <a href=""http://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-getting-started.html#delete-load-balancer"" target=""_blank"">Delete Your Load Balancer</a>.<br /><br /><h4 class='headerBodyStyle'>Additional Resources</h4><br /><a href=""http://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/UserScenarios.html"" target=""_blank"">Managing Load Balancers</a><br /><a href=""http://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/elb-troubleshooting.html"" target=""_blank"">Troubleshoot Elastic Load Balancing</a>"
Hs4Ma3G298,"Neptune DB cluster snapshots should not be public",security,"Checks if a Neptune manual DB cluster snapshot is public. The check fails if a Neptune manual DB cluster snapshot is public.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.3<br><br><b>Alert Criteria</b><br>Red: Critical or High Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.3/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G177,"Auto scaling groups associated with a load balancer should use load balancer health checks",security,"Checks if your Auto Scaling groups that are associated with a load balancer are using Elastic Load Balancing health checks.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: AutoScaling.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/AutoScaling.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G299,"Neptune DB clusters should have deletion protection enabled",security,"Checks if a Neptune DB cluster has deletion protection enabled. The check fails if a Neptune DB cluster doesn't have deletion protection enabled.<br><br><b>Source</b><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub Control Id: Neptune.4<br><br><b>Alert Criteria</b><br>Yellow: Medium or Low Security Hub control failed.<br><br><b>Recommended Action</b><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/Neptune.4/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G178,"Security groups should only allow unrestricted incoming traffic for authorized ports",security,"Checks if the security groups allow unrestricted incoming traffic. The check fails if ports allow unrestricted traffic on ports other than 80 and 443, which are default values for parameter authorizedTcpPorts.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: EC2.18<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Red: Critical or High. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/EC2.18/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Hs4Ma3G179,"SNS topics should be encrypted at-rest using AWS KMS",security,"Checks if an Amazon SNS topic is encrypted at rest using AWS KMS.<br><br><h4 class='headerBodyStyle'>Source</h4><br><a href=""https://console.aws.amazon.com/securityhub/home"" target=""_blank"">AWS Security Hub</a><br>Security Hub control ID: SNS.1<br><br><h4 class='headerBodyStyle'>Alert Criteria</h4><br>Yellow: Medium or Low. Security Hub control failed.<br><br><h4 class='headerBodyStyle'>Recommended Action</h4><br>Follow the <a href=""https://docs.aws.amazon.com/console/securityhub/SNS.1/remediation"" target=""_blank"">Security Hub documentation</a> to fix the issue."
Cmsvnj8vf1,"Amazon MSK brokers hosting too many partitions","fault_tolerance","Checks that the brokers of a Managed Streaming for Kafka (MSK) Cluster do not have more than the recommended number of partitions assigned.<br><br><b>Alert Criteria</b><br>Red: Your MSK broker has reached or exceeded 100% of the recommended maximum partition limit<br>Yellow: Your MSK has reached 80% of the recommended maximum partition limit<br><br><b>Recommended Action</b><br>Please follow MSK recommended <a href=""https://docs.aws.amazon.com/msk/latest/developerguide/bestpractices.html"" target=""_blank"">best practices</a> to scale your MSK Cluster or delete any unused partitions.<br><br><b></b><b>Additional Resources</b><br><a href=""https://aws.amazon.com/blogs/big-data/best-practices-for-right-sizing-your-apache-kafka-clusters-to-optimize-performance-and-cost/"" target=""_blank"">Right-sizing your Cluster</a>"
xdeXZKIUy,"ELB Cross-Zone Load Balancing","fault_tolerance","With Cross-zone load balancing turned off, there is a risk of service unavailability due to uneven distribution of traffic or backend overloading. This problem can occur when clients incorrectly cache DNS information, or when there are an unequal number of instances in each Availability Zone (for example, if you have taken down some instances for maintenance).<br/><br/><h4 class='headerBodyStyle'>Alert Criteria</h4><br/>Yellow: Cross-zone load balancing is not enabled for a load balancer.<br/><br/><h4 class='headerBodyStyle'>Recommended Action</h4><br/>Confirm that the Amazon EC2 instances registered with the load balancer are launched in multiple Availability Zones, and then enable cross-zone load balancing for the load balancer. For more information, see <a target=""_blank"" href=""https://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/TerminologyandKeyConcepts.html#AZ-Region"">Availability Zones and Regions</a> and <a target=""_blank"" href=""https://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/enable-disable-crosszone-lb.html"">Enable or Disable Cross-Zone Load Balancing for Your Load Balancer</a>.<br/><br/><h4 class='headerBodyStyle'>Additional Resources</h4><br/><a target=""_blank"" href=""https://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/TerminologyandKeyConcepts.html#request-routing"">Request Routing</a><br/><a target=""_blank"" href=""https://docs.aws.amazon.com/ElasticLoadBalancing/latest/DeveloperGuide/TerminologyandKeyConcepts.html"">Elastic Load Balancing Concepts</a>"
